Country ,County_Province,Population
USA,".Woodford County, Illinois","38,459"
USA,".Adams County, Indiana","35,777"
USA,".Allen County, Indiana","379,299"
USA,".Bartholomew County, Indiana","83,779"
USA,".Benton County, Indiana","8,748"
USA,".Blackford County, Indiana","11,758"
USA,".Boone County, Indiana","67,843"
USA,".Brown County, Indiana","15,092"
USA,".Carroll County, Indiana","20,257"
USA,".Cass County, Indiana","37,689"
USA,".Clark County, Indiana","118,302"
USA,".Clay County, Indiana","26,225"
USA,".Clinton County, Indiana","32,399"
USA,".Crawford County, Indiana","10,577"
USA,".Daviess County, Indiana","33,351"
USA,".Dearborn County, Indiana","49,458"
USA,".Decatur County, Indiana","26,559"
USA,".DeKalb County, Indiana","43,475"
USA,".Delaware County, Indiana","114,135"
USA,".Dubois County, Indiana","42,736"
USA,".Elkhart County, Indiana","206,341"
USA,".Fayette County, Indiana","23,102"
USA,".Floyd County, Indiana","78,522"
USA,".Fountain County, Indiana","16,346"
USA,".Franklin County, Indiana","22,758"
USA,".Fulton County, Indiana","19,974"
USA,".Gibson County, Indiana","33,659"
USA,".Grant County, Indiana","65,769"
USA,".Greene County, Indiana","31,922"
USA,".Hamilton County, Indiana","338,011"
USA,".Hancock County, Indiana","78,168"
USA,".Harrison County, Indiana","40,515"
USA,".Hendricks County, Indiana","170,311"
USA,".Henry County, Indiana","47,972"
USA,".Howard County, Indiana","82,544"
USA,".Huntington County, Indiana","36,520"
USA,".Jackson County, Indiana","44,231"
USA,".Jasper County, Indiana","33,562"
USA,".Jay County, Indiana","20,436"
USA,".Jefferson County, Indiana","32,308"
USA,".Jennings County, Indiana","27,735"
USA,".Johnson County, Indiana","158,167"
USA,".Knox County, Indiana","36,594"
USA,".Kosciusko County, Indiana","79,456"
USA,".LaGrange County, Indiana","39,614"
USA,".Lake County, Indiana","485,493"
USA,".LaPorte County, Indiana","109,888"
USA,".Lawrence County, Indiana","45,370"
USA,".Madison County, Indiana","129,569"
USA,".Marion County, Indiana","964,582"
USA,".Marshall County, Indiana","46,258"
USA,".Martin County, Indiana","10,255"
USA,".Miami County, Indiana","35,516"
USA,".Monroe County, Indiana","148,431"
USA,".Montgomery County, Indiana","38,338"
USA,".Morgan County, Indiana","70,489"
USA,".Newton County, Indiana","13,984"
USA,".Noble County, Indiana","47,744"
USA,".Ohio County, Indiana","5,875"
USA,".Orange County, Indiana","19,646"
USA,".Owen County, Indiana","20,799"
USA,".Parke County, Indiana","16,937"
USA,".Perry County, Indiana","19,169"
USA,".Pike County, Indiana","12,389"
USA,".Porter County, Indiana","170,389"
USA,".Posey County, Indiana","25,427"
USA,".Pulaski County, Indiana","12,353"
USA,".Putnam County, Indiana","37,576"
USA,".Randolph County, Indiana","24,665"
USA,".Ripley County, Indiana","28,324"
USA,".Rush County, Indiana","16,581"
USA,".St. Joseph County, Indiana","271,826"
USA,".Scott County, Indiana","23,873"
USA,".Shelby County, Indiana","44,729"
USA,".Spencer County, Indiana","20,277"
USA,".Starke County, Indiana","22,995"
USA,".Steuben County, Indiana","34,594"
USA,".Sullivan County, Indiana","20,669"
USA,".Switzerland County, Indiana","10,751"
USA,".Tippecanadaoe County, Indiana","195,732"
USA,".Tipton County, Indiana","15,148"
USA,".Union County, Indiana","7,054"
USA,".Vanderburgh County, Indiana","181,451"
USA,".Vermillion County, Indiana","15,498"
USA,".Vigo County, Indiana","107,038"
USA,".Wabash County, Indiana","30,996"
USA,".Warren County, Indiana","8,265"
USA,".Warrick County, Indiana","62,998"
USA,".Washington County, Indiana","28,036"
USA,".Wayne County, Indiana","65,884"
USA,".Wells County, Indiana","28,296"
USA,".White County, Indiana","24,102"
USA,".Whitley County, Indiana","33,964"
USA,".Adair County, Iowa","7,152"
USA,".Adams County, Iowa","3,602"
USA,".Allamakee County, Iowa","13,687"
USA,".Appanoose County, Iowa","12,426"
USA,".Audubon County, Iowa","5,496"
USA,".Benton County, Iowa","25,645"
USA,".Black Hawk County, Iowa","131,228"
USA,".Boone County, Iowa","26,234"
USA,".Bremer County, Iowa","25,062"
USA,".Buchanan County, Iowa","21,175"
USA,".Buena Vista County, Iowa","19,620"
USA,".Butler County, Iowa","14,439"
USA,".Calhoun County, Iowa","9,668"
USA,".Carroll County, Iowa","20,165"
USA,".Cass County, Iowa","12,836"
USA,".Cedar County, Iowa","18,627"
USA,".Cerro Gordo County, Iowa","42,450"
USA,".Cherokee County, Iowa","11,235"
USA,".Chickasaw County, Iowa","11,933"
USA,".Clarke County, Iowa","9,395"
USA,".Clay County, Iowa","16,016"
USA,".Clayton County, Iowa","17,549"
USA,".Clinton County, Iowa","46,429"
USA,".Crawford County, Iowa","16,820"
USA,".Dallas County, Iowa","93,453"
USA,".Davis County, Iowa","9,000"
USA,".Decatur County, Iowa","7,870"
USA,".Delaware County, Iowa","17,011"
USA,".Des Moines County, Iowa","38,967"
USA,".Dickinson County, Iowa","17,258"
USA,".Dubuque County, Iowa","97,311"
USA,".Emmet County, Iowa","9,208"
USA,".Fayette County, Iowa","19,650"
USA,".Floyd County, Iowa","15,642"
USA,".Franklin County, Iowa","10,070"
USA,".Fremont County, Iowa","6,960"
USA,".Greene County, Iowa","8,888"
USA,".Grundy County, Iowa","12,232"
USA,".Guthrie County, Iowa","10,689"
USA,".Hamilton County, Iowa","14,773"
USA,".Hancock County, Iowa","10,630"
USA,".Hardin County, Iowa","16,846"
USA,".Harrison County, Iowa","14,049"
USA,".Henry County, Iowa","19,954"
USA,".Howard County, Iowa","9,158"
USA,".Humboldt County, Iowa","9,558"
USA,".Ida County, Iowa","6,860"
USA,".Iowa County, Iowa","16,184"
USA,".Jackson County, Iowa","19,439"
USA,".Jasper County, Iowa","37,185"
USA,".Jefferson County, Iowa","18,295"
USA,".Johnson County, Iowa","151,140"
USA,".Jones County, Iowa","20,681"
USA,".Keokuk County, Iowa","10,246"
USA,".Kossuth County, Iowa","14,813"
USA,".Lee County, Iowa","33,657"
USA,".Linn County, Iowa","226,706"
USA,".Louisa County, Iowa","11,035"
USA,".Lucas County, Iowa","8,600"
USA,".Lyon County, Iowa","11,755"
USA,".Madison County, Iowa","16,338"
USA,".Mahaska County, Iowa","22,095"
USA,".Marion County, Iowa","33,253"
USA,".Marshall County, Iowa","39,369"
USA,".Mills County, Iowa","15,109"
USA,".Mitchell County, Iowa","10,586"
USA,".Monona County, Iowa","8,615"
USA,".Monroe County, Iowa","7,707"
USA,".Montgomery County, Iowa","9,917"
USA,".Muscatine County, Iowa","42,664"
USA,".O'Brien County, Iowa","13,753"
USA,".Osceola County, Iowa","5,958"
USA,".Page County, Iowa","15,107"
USA,".Palo Alto County, Iowa","8,886"
USA,".Plymouth County, Iowa","25,177"
USA,".Pocahontas County, Iowa","6,619"
USA,".Polk County, Iowa","490,161"
USA,".Pottawattamie County, Iowa","93,206"
USA,".Poweshiek County, Iowa","18,504"
USA,".Ringgold County, Iowa","4,894"
USA,".Sac County, Iowa","9,721"
USA,".Scott County, Iowa","172,943"
USA,".Shelby County, Iowa","11,454"
USA,".Sioux County, Iowa","34,855"
USA,".Story County, Iowa","97,117"
USA,".Tama County, Iowa","16,854"
USA,".Taylor County, Iowa","6,121"
USA,".Union County, Iowa","12,241"
USA,".Van Buren County, Iowa","7,044"
USA,".Wapello County, Iowa","34,969"
USA,".Warren County, Iowa","51,466"
USA,".Washington County, Iowa","21,965"
USA,".Wayne County, Iowa","6,441"
USA,".Webster County, Iowa","35,904"
USA,".Winnebago County, Iowa","10,354"
USA,".Winneshiek County, Iowa","19,991"
USA,".Woodbury County, Iowa","103,107"
USA,".Worth County, Iowa","7,381"
USA,".Wright County, Iowa","12,562"
USA,".Allen County, Kansas","12,369"
USA,".Anderson County, Kansas","7,858"
USA,".Atchison County, Kansas","16,073"
USA,".Barber County, Kansas","4,427"
USA,".Barton County, Kansas","25,779"
USA,".Bourbon County, Kansas","14,534"
USA,".Brown County, Kansas","9,564"
USA,".Butler County, Kansas","66,911"
USA,".Chase County, Kansas","2,648"
USA,".Chautauqua County, Kansas","3,250"
USA,".Cherokee County, Kansas","19,939"
USA,".Cheyenne County, Kansas","2,657"
USA,".Clark County, Kansas","1,994"
USA,".Clay County, Kansas","8,002"
USA,".Cloud County, Kansas","8,786"
USA,".Coffey County, Kansas","8,179"
USA,".Comanche County, Kansas","1,700"
USA,".Cowley County, Kansas","34,908"
USA,".Crawford County, Kansas","38,818"
USA,".Decatur County, Kansas","2,827"
USA,".Dickinson County, Kansas","18,466"
USA,".Doniphan County, Kansas","7,600"
USA,".Douglas County, Kansas","122,259"
USA,".Edwards County, Kansas","2,798"
USA,".Elk County, Kansas","2,530"
USA,".Ellis County, Kansas","28,553"
USA,".Ellsworth County, Kansas","6,102"
USA,".Finney County, Kansas","36,467"
USA,".Ford County, Kansas","33,619"
USA,".Franklin County, Kansas","25,544"
USA,".Geary County, Kansas","31,670"
USA,".Gove County, Kansas","2,636"
USA,".Graham County, Kansas","2,482"
USA,".Grant County, Kansas","7,150"
USA,".Gray County, Kansas","5,988"
USA,".Greeley County, Kansas","1,232"
USA,".Greenwood County, Kansas","5,982"
USA,".Hamilton County, Kansas","2,539"
USA,".Harper County, Kansas","5,436"
USA,".Harvey County, Kansas","34,429"
USA,".Haskell County, Kansas","3,968"
USA,".Hodgeman County, Kansas","1,794"
USA,".Jackson County, Kansas","13,171"
USA,".Jefferson County, Kansas","19,043"
USA,".Jewell County, Kansas","2,879"
USA,".Johnson County, Kansas","602,401"
USA,".Kearny County, Kansas","3,838"
USA,".Kingman County, Kansas","7,152"
USA,".Kiowa County, Kansas","2,475"
USA,".Labette County, Kansas","19,618"
USA,".Lane County, Kansas","1,535"
USA,".Leavenworth County, Kansas","81,758"
USA,".Lincoln County, Kansas","2,962"
USA,".Linn County, Kansas","9,703"
USA,".Logan County, Kansas","2,794"
USA,".Lyon County, Kansas","33,195"
USA,".McPherson County, Kansas","28,542"
USA,".Marion County, Kansas","11,884"
USA,".Marshall County, Kansas","9,707"
USA,".Meade County, Kansas","4,033"
USA,".Miami County, Kansas","34,237"
USA,".Mitchell County, Kansas","5,979"
USA,".Montgomery County, Kansas","31,829"
USA,".Morris County, Kansas","5,620"
USA,".Morton County, Kansas","2,587"
USA,".Nemaha County, Kansas","10,231"
USA,".Neosho County, Kansas","16,007"
USA,".Ness County, Kansas","2,750"
USA,".Norton County, Kansas","5,361"
USA,".Osage County, Kansas","15,949"
USA,".Osborne County, Kansas","3,421"
USA,".Ottawa County, Kansas","5,704"
USA,".Pawnee County, Kansas","6,414"
USA,".Phillips County, Kansas","5,234"
USA,".Pottawatomie County, Kansas","24,383"
USA,".Pratt County, Kansas","9,164"
USA,".Rawlins County, Kansas","2,530"
USA,".Reno County, Kansas","61,998"
USA,".Republic County, Kansas","4,636"
USA,".Rice County, Kansas","9,537"
USA,".Riley County, Kansas","74,232"
USA,".Rooks County, Kansas","4,920"
USA,".Rush County, Kansas","3,036"
USA,".Russell County, Kansas","6,856"
USA,".Saline County, Kansas","54,224"
USA,".Scott County, Kansas","4,823"
USA,".Sedgwick County, Kansas","516,042"
USA,".Seward County, Kansas","21,428"
USA,".Shawnee County, Kansas","176,875"
USA,".Sheridan County, Kansas","2,521"
USA,".Sherman County, Kansas","5,917"
USA,".Smith County, Kansas","3,583"
USA,".Stafford County, Kansas","4,156"
USA,".Stanton County, Kansas","2,006"
USA,".Stevens County, Kansas","5,485"
USA,".Sumner County, Kansas","22,836"
USA,".Thomas County, Kansas","7,777"
USA,".Trego County, Kansas","2,803"
USA,".Wabaunsee County, Kansas","6,931"
USA,".Wallace County, Kansas","1,518"
USA,".Washington County, Kansas","5,406"
USA,".Wichita County, Kansas","2,119"
USA,".Wilson County, Kansas","8,525"
USA,".Woodson County, Kansas","3,138"
USA,".Wyandotte County, Kansas","165,429"
USA,".Adair County, Kentucky","19,202"
USA,".Allen County, Kentucky","21,315"
USA,".Anderson County, Kentucky","22,747"
USA,".Ballard County, Kentucky","7,888"
USA,".Barren County, Kentucky","44,249"
USA,".Bath County, Kentucky","12,500"
USA,".Bell County, Kentucky","26,032"
USA,".Boone County, Kentucky","133,581"
USA,".Bourbon County, Kentucky","19,788"
USA,".Boyd County, Kentucky","46,718"
USA,".Boyle County, Kentucky","30,060"
USA,".Bracken County, Kentucky","8,303"
USA,".Breathitt County, Kentucky","12,630"
USA,".Breckinridge County, Kentucky","20,477"
USA,".Bullitt County, Kentucky","81,676"
USA,".Butler County, Kentucky","12,879"
USA,".Caldwell County, Kentucky","12,747"
USA,".Calloway County, Kentucky","39,001"
USA,".Campbell County, Kentucky","93,584"
USA,".Carlisle County, Kentucky","4,760"
USA,".Carroll County, Kentucky","10,631"
USA,".Carter County, Kentucky","26,797"
USA,".Casey County, Kentucky","16,159"
USA,".Christian County, Kentucky","70,461"
USA,".Clark County, Kentucky","36,263"
USA,".Clay County, Kentucky","19,901"
USA,".Clinton County, Kentucky","10,218"
USA,".Crittenden County, Kentucky","8,806"
USA,".Cumberland County, Kentucky","6,614"
USA,".Daviess County, Kentucky","101,511"
USA,".Edmonson County, Kentucky","12,150"
USA,".Elliott County, Kentucky","7,517"
USA,".Estill County, Kentucky","14,106"
USA,".Fayette County, Kentucky","323,152"
USA,".Fleming County, Kentucky","14,581"
USA,".Floyd County, Kentucky","35,589"
USA,".Franklin County, Kentucky","50,991"
USA,".Fulton County, Kentucky","5,969"
USA,".Gallatin County, Kentucky","8,869"
USA,".Garrard County, Kentucky","17,666"
USA,".Grant County, Kentucky","25,069"
USA,".Graves County, Kentucky","37,266"
USA,".Grayson County, Kentucky","26,427"
USA,".Green County, Kentucky","10,941"
USA,".Greenup County, Kentucky","35,098"
USA,".Hancock County, Kentucky","8,722"
USA,".Hardin County, Kentucky","110,958"
USA,".Harlan County, Kentucky","26,010"
USA,".Harrison County, Kentucky","18,886"
USA,".Hart County, Kentucky","19,035"
USA,".Henderson County, Kentucky","45,210"
USA,".Henry County, Kentucky","16,126"
USA,".Hickman County, Kentucky","4,380"
USA,".Hopkins County, Kentucky","44,686"
USA,".Jackson County, Kentucky","13,329"
USA,".Jefferson County, Kentucky","766,757"
USA,".Jessamine County, Kentucky","54,115"
USA,".Johnson County, Kentucky","22,188"
USA,".Kenton County, Kentucky","166,998"
USA,".Knott County, Kentucky","14,806"
USA,".Knox County, Kentucky","31,145"
USA,".Larue County, Kentucky","14,398"
USA,".Laurel County, Kentucky","60,813"
USA,".Lawrence County, Kentucky","15,317"
USA,".Lee County, Kentucky","7,403"
USA,".Leslie County, Kentucky","9,877"
USA,".Letcher County, Kentucky","21,553"
USA,".Lewis County, Kentucky","13,275"
USA,".Lincoln County, Kentucky","24,549"
USA,".Livingston County, Kentucky","9,194"
USA,".Logan County, Kentucky","27,102"
USA,".Lyon County, Kentucky","8,210"
USA,".McCracken County, Kentucky","65,418"
USA,".McCreary County, Kentucky","17,231"
USA,".McLean County, Kentucky","9,207"
USA,".Madison County, Kentucky","92,987"
USA,".Magoffin County, Kentucky","12,161"
USA,".Marion County, Kentucky","19,273"
USA,".Marshall County, Kentucky","31,100"
USA,".Martin County, Kentucky","11,195"
USA,".Mason County, Kentucky","17,070"
USA,".Meade County, Kentucky","28,572"
USA,".Menifee County, Kentucky","6,489"
USA,".Mercer County, Kentucky","21,933"
USA,".Metcalfe County, Kentucky","10,071"
USA,".Monroe County, Kentucky","10,650"
USA,".Montgomery County, Kentucky","28,157"
USA,".Morgan County, Kentucky","13,309"
USA,".Muhlenberg County, Kentucky","30,622"
USA,".Nelson County, Kentucky","46,233"
USA,".Nicholas County, Kentucky","7,269"
USA,".Ohio County, Kentucky","23,994"
USA,".Oldham County, Kentucky","66,799"
USA,".Owen County, Kentucky","10,901"
USA,".Owsley County, Kentucky","4,415"
USA,".Pendleton County, Kentucky","14,590"
USA,".Perry County, Kentucky","25,758"
USA,".Pike County, Kentucky","57,876"
USA,".Powell County, Kentucky","12,359"
USA,".Pulaski County, Kentucky","64,979"
USA,".Robertson County, Kentucky","2,108"
USA,".Rockcastle County, Kentucky","16,695"
USA,".Rowan County, Kentucky","24,460"
USA,".Russell County, Kentucky","17,923"
USA,".Scott County, Kentucky","57,004"
USA,".Shelby County, Kentucky","49,024"
USA,".Simpson County, Kentucky","18,572"
USA,".Spencer County, Kentucky","19,351"
USA,".Taylor County, Kentucky","25,769"
USA,".Todd County, Kentucky","12,294"
USA,".Trigg County, Kentucky","14,651"
USA,".Trimble County, Kentucky","8,471"
USA,".Union County, Kentucky","14,381"
USA,".Warren County, Kentucky","132,896"
USA,".Washington County, Kentucky","12,095"
USA,".Wayne County, Kentucky","20,333"
USA,".Webster County, Kentucky","12,942"
USA,".Whitley County, Kentucky","36,264"
USA,".Wolfe County, Kentucky","7,157"
USA,".Woodford County, Kentucky","26,734"
USA,".Acadia Parish, Louisiana","62,045"
USA,".Allen Parish, Louisiana","25,627"
USA,".Ascension Parish, Louisiana","126,604"
USA,".Assumption Parish, Louisiana","21,891"
USA,".Avoyelles Parish, Louisiana","40,144"
USA,".Beauregard Parish, Louisiana","37,497"
USA,".Bienville Parish, Louisiana","13,241"
USA,".Bossier Parish, Louisiana","127,039"
USA,".Caddo Parish, Louisiana","240,204"
USA,".Calcasieu Parish, Louisiana","203,436"
USA,".Caldwell Parish, Louisiana","9,918"
USA,".Cameron Parish, Louisiana","6,973"
USA,".Catahoula Parish, Louisiana","9,494"
USA,".Claiborne Parish, Louisiana","15,670"
USA,".Concordia Parish, Louisiana","19,259"
USA,".De Soto Parish, Louisiana","27,463"
USA,".East Baton Rouge Parish, Louisiana","440,059"
USA,".East Carroll Parish, Louisiana","6,861"
USA,".East Feliciana Parish, Louisiana","19,135"
USA,".Evangeline Parish, Louisiana","33,395"
USA,".Franklin Parish, Louisiana","20,015"
USA,".Grant Parish, Louisiana","22,389"
USA,".Iberia Parish, Louisiana","69,830"
USA,".Iberville Parish, Louisiana","32,511"
USA,".Jackson Parish, Louisiana","15,744"
USA,".Jefferson Parish, Louisiana","432,493"
USA,".Jefferson Davis Parish, Louisiana","31,368"
USA,".Lafayette Parish, Louisiana","244,390"
USA,".Lafourche Parish, Louisiana","97,614"
USA,".LaSalle Parish, Louisiana","14,892"
USA,".Lincoln Parish, Louisiana","46,742"
USA,".Livingston Parish, Louisiana","140,789"
USA,".Madison Parish, Louisiana","10,951"
USA,".Morehouse Parish, Louisiana","24,874"
USA,".Natchitoches Parish, Louisiana","38,158"
USA,".Orleans Parish, Louisiana","390,144"
USA,".Ouachita Parish, Louisiana","153,279"
USA,".Plaquemines Parish, Louisiana","23,197"
USA,".Pointe Coupee Parish, Louisiana","21,730"
USA,".Rapides Parish, Louisiana","129,648"
USA,".Red River Parish, Louisiana","8,442"
USA,".Richland Parish, Louisiana","20,122"
USA,".Sabine Parish, Louisiana","23,884"
USA,".St. Bernard Parish, Louisiana","47,244"
USA,".St. Charles Parish, Louisiana","53,100"
USA,".St. Helena Parish, Louisiana","10,132"
USA,".St. James Parish, Louisiana","21,096"
USA,".St. John the Baptist Parish, Louisiana","42,837"
USA,".St. Landry Parish, Louisiana","82,124"
USA,".St. Martin Parish, Louisiana","53,431"
USA,".St. Mary Parish, Louisiana","49,348"
USA,".St. Tammany Parish, Louisiana","260,419"
USA,".Tangipahoa Parish, Louisiana","134,758"
USA,".Tensas Parish, Louisiana","4,334"
USA,".Terrebonne Parish, Louisiana","110,461"
USA,".Union Parish, Louisiana","22,108"
USA,".Vermilion Parish, Louisiana","59,511"
USA,".Vernon Parish, Louisiana","47,429"
USA,".Washington Parish, Louisiana","46,194"
USA,".Webster Parish, Louisiana","38,340"
USA,".West Baton Rouge Parish, Louisiana","26,465"
USA,".West Carroll Parish, Louisiana","10,830"
USA,".West Feliciana Parish, Louisiana","15,568"
USA,".Winn Parish, Louisiana","13,904"
USA,".Androscoggin County, Maine","108,277"
USA,".Aroostook County, Maine","67,055"
USA,".Cumberland County, Maine","295,003"
USA,".Franklin County, Maine","30,199"
USA,".Hancock County, Maine","54,987"
USA,".Kennebec County, Maine","122,302"
USA,".Knox County, Maine","39,772"
USA,".Lincoln County, Maine","34,634"
USA,".Oxford County, Maine","57,975"
USA,".Penobscot County, Maine","152,148"
USA,".Piscataquis County, Maine","16,785"
USA,".Sagadahoc County, Maine","35,856"
USA,".Somerset County, Maine","50,484"
USA,".Waldo County, Maine","39,715"
USA,".Washington County, Maine","31,379"
USA,".York County, Maine","207,641"
USA,".Allegany County, Maryland","70,416"
USA,".Anne Arundel County, Maryland","579,234"
USA,".Baltimore County, Maryland","827,370"
USA,".Calvert County, Maryland","92,525"
USA,".Caroline County, Maryland","33,406"
USA,".Carroll County, Maryland","168,447"
USA,".Cecil County, Maryland","102,855"
USA,".Charles County, Maryland","163,257"
USA,".Dorchester County, Maryland","31,929"
USA,".Frederick County, Maryland","259,547"
USA,".Garrett County, Maryland","29,014"
USA,".Harford County, Maryland","255,441"
USA,".Howard County, Maryland","325,690"
USA,".Kent County, Maryland","19,422"
USA,".Montgomery County, Maryland","1,050,688"
USA,".Prince George's County, Maryland","909,327"
USA,".Queen Anne's County, Maryland","50,381"
USA,".St. Mary's County, Maryland","113,510"
USA,".Somerset County, Maryland","25,616"
USA,".Talbot County, Maryland","37,181"
USA,".Washington County, Maryland","151,049"
USA,".Wicomico County, Maryland","103,609"
USA,".Worcester County, Maryland","52,276"
USA,".Baltimore city, Maryland","593,490"
USA,".Barnstable County, Massachusetts","212,990"
USA,".Berkshire County, Massachusetts","124,944"
USA,".Bristol County, Massachusetts","565,217"
USA,".Dukes County, Massachusetts","17,332"
USA,".Essex County, Massachusetts","789,034"
USA,".Franklin County, Massachusetts","70,180"
USA,".Hampden County, Massachusetts","466,372"
USA,".Hampshire County, Massachusetts","160,830"
USA,".Middlesex County, Massachusetts","1,611,699"
USA,".Nantucket County, Massachusetts","11,399"
USA,".Norfolk County, Massachusetts","706,775"
USA,".Plymouth County, Massachusetts","521,202"
USA,".Suffolk County, Massachusetts","803,907"
USA,".Worcester County, Massachusetts","830,622"
USA,".Alcona County, Michigan","10,405"
USA,".Alger County, Michigan","9,108"
USA,".Allegan County, Michigan","118,081"
USA,".Alpena County, Michigan","28,405"
USA,".Antrim County, Michigan","23,324"
USA,".Arenac County, Michigan","14,883"
USA,".Baraga County, Michigan","8,209"
USA,".Barry County, Michigan","61,550"
USA,".Bay County, Michigan","103,126"
USA,".Benzie County, Michigan","17,766"
USA,".Berrien County, Michigan","153,401"
USA,".Branch County, Michigan","43,517"
USA,".Calhoun County, Michigan","134,159"
USA,".Cass County, Michigan","51,787"
USA,".Charlevoix County, Michigan","26,143"
USA,".Cheboygan County, Michigan","25,276"
USA,".Chippewa County, Michigan","37,349"
USA,".Clare County, Michigan","30,950"
USA,".Clinton County, Michigan","79,595"
USA,".Crawford County, Michigan","14,029"
USA,".Delta County, Michigan","35,784"
USA,".Dickinson County, Michigan","25,239"
USA,".Eaton County, Michigan","110,268"
USA,".Emmet County, Michigan","33,415"
USA,".Genesee County, Michigan","405,813"
USA,".Gladwin County, Michigan","25,449"
USA,".Gogebic County, Michigan","13,975"
USA,".Grand Traverse County, Michigan","93,088"
USA,".Gratiot County, Michigan","40,711"
USA,".Hillsdale County, Michigan","45,605"
USA,".Houghton County, Michigan","35,684"
USA,".Huron County, Michigan","30,981"
USA,".Ingham County, Michigan","292,406"
USA,".Ionia County, Michigan","64,697"
USA,".Iosco County, Michigan","25,127"
USA,".Iron County, Michigan","11,066"
USA,".Isabella County, Michigan","69,872"
USA,".Jackson County, Michigan","158,510"
USA,".Kalamazoo County, Michigan","265,066"
USA,".Kalkaska County, Michigan","18,038"
USA,".Kent County, Michigan","656,955"
USA,".Keweenaw County, Michigan","2,116"
USA,".Lake County, Michigan","11,853"
USA,".Lapeer County, Michigan","87,607"
USA,".Leelanau County, Michigan","21,761"
USA,".Lenawee County, Michigan","98,451"
USA,".Livingston County, Michigan","191,995"
USA,".Luce County, Michigan","6,229"
USA,".Mackinac County, Michigan","10,799"
USA,".Macomb County, Michigan","873,972"
USA,".Manistee County, Michigan","24,558"
USA,".Marquette County, Michigan","66,699"
USA,".Mason County, Michigan","29,144"
USA,".Mecosta County, Michigan","43,453"
USA,".Menominee County, Michigan","22,780"
USA,".Midland County, Michigan","83,156"
USA,".Missaukee County, Michigan","15,118"
USA,".Monroe County, Michigan","150,500"
USA,".Montcalm County, Michigan","63,888"
USA,".Montmorency County, Michigan","9,328"
USA,".Muskegon County, Michigan","173,566"
USA,".Newaygo County, Michigan","48,980"
USA,".Oakland County, Michigan","1,257,584"
USA,".Oceana County, Michigan","26,467"
USA,".Ogemaw County, Michigan","20,997"
USA,".Ontonagon County, Michigan","5,720"
USA,".Osceola County, Michigan","23,460"
USA,".Oscoda County, Michigan","8,241"
USA,".Otsego County, Michigan","24,668"
USA,".Ottawa County, Michigan","291,830"
USA,".Presque Isle County, Michigan","12,592"
USA,".Roscommon County, Michigan","24,019"
USA,".Saginaw County, Michigan","190,539"
USA,".St. Clair County, Michigan","159,128"
USA,".St. Joseph County, Michigan","60,964"
USA,".Sanilac County, Michigan","41,170"
USA,".Schoolcraft County, Michigan","8,094"
USA,".Shiawassee County, Michigan","68,122"
USA,".Tuscola County, Michigan","52,245"
USA,".Van Buren County, Michigan","75,677"
USA,".Washtenaw County, Michigan","367,601"
USA,".Wayne County, Michigan","1,749,343"
USA,".Wexford County, Michigan","33,631"
USA,".Aitkin County, Minnesota","15,886"
USA,".Anoka County, Minnesota","356,921"
USA,".Becker County, Minnesota","34,423"
USA,".Beltrami County, Minnesota","47,188"
USA,".Benton County, Minnesota","40,889"
USA,".Big Stone County, Minnesota","4,991"
USA,".Blue Earth County, Minnesota","67,653"
USA,".Brown County, Minnesota","25,008"
USA,".Carlton County, Minnesota","35,871"
USA,".Carver County, Minnesota","105,089"
USA,".Cass County, Minnesota","29,779"
USA,".Chippewa County, Minnesota","11,800"
USA,".Chisago County, Minnesota","56,579"
USA,".Clay County, Minnesota","64,222"
USA,".Clearwater County, Minnesota","8,818"
USA,".Cook County, Minnesota","5,463"
USA,".Cottonwood County, Minnesota","11,196"
USA,".Crow Wing County, Minnesota","65,055"
USA,".Dakota County, Minnesota","429,021"
USA,".Dodge County, Minnesota","20,934"
USA,".Douglas County, Minnesota","38,141"
USA,".Faribault County, Minnesota","13,653"
USA,".Fillmore County, Minnesota","21,067"
USA,".Freeborn County, Minnesota","30,281"
USA,".Goodhue County, Minnesota","46,340"
USA,".Grant County, Minnesota","5,972"
USA,".Hennepin County, Minnesota","1,265,843"
USA,".Houston County, Minnesota","18,600"
USA,".Hubbard County, Minnesota","21,491"
USA,".Isanti County, Minnesota","40,596"
USA,".Itasca County, Minnesota","45,130"
USA,".Jackson County, Minnesota","9,846"
USA,".Kanabec County, Minnesota","16,337"
USA,".Kandiyohi County, Minnesota","43,199"
USA,".Kittson County, Minnesota","4,298"
USA,".Koochiching County, Minnesota","12,229"
USA,".Lac qui Parle County, Minnesota","6,623"
USA,".Lake County, Minnesota","10,641"
USA,".Lake of the Woods County, Minnesota","3,740"
USA,".Le Sueur County, Minnesota","28,887"
USA,".Lincoln County, Minnesota","5,639"
USA,".Lyon County, Minnesota","25,474"
USA,".McLeod County, Minnesota","35,893"
USA,".Mahnomen County, Minnesota","5,527"
USA,".Marshall County, Minnesota","9,336"
USA,".Martin County, Minnesota","19,683"
USA,".Meeker County, Minnesota","23,222"
USA,".Mille Lacs County, Minnesota","26,277"
USA,".Morrison County, Minnesota","33,386"
USA,".Mower County, Minnesota","40,062"
USA,".Murray County, Minnesota","8,194"
USA,".Nicollet County, Minnesota","34,274"
USA,".Nobles County, Minnesota","21,629"
USA,".Norman County, Minnesota","6,375"
USA,".Olmsted County, Minnesota","158,293"
