Country ,County_Province,Population
US,".Jasper County, Indiana","33,562"
US,".Jay County, Indiana","20,436"
US,".Jefferson County, Indiana","32,308"
US,".Jennings County, Indiana","27,735"
US,".Johnson County, Indiana","158,167"
US,".Knox County, Indiana","36,594"
US,".Kosciusko County, Indiana","79,456"
US,".LaGrange County, Indiana","39,614"
US,".Lake County, Indiana","485,493"
US,".LaPorte County, Indiana","109,888"
US,".Lawrence County, Indiana","45,370"
US,".Madison County, Indiana","129,569"
US,".Marion County, Indiana","964,582"
US,".Marshall County, Indiana","46,258"
US,".Martin County, Indiana","10,255"
US,".Miami County, Indiana","35,516"
US,".Monroe County, Indiana","148,431"
US,".Montgomery County, Indiana","38,338"
US,".Morgan County, Indiana","70,489"
US,".Newton County, Indiana","13,984"
US,".Noble County, Indiana","47,744"
US,".Ohio County, Indiana","5,875"
US,".Orange County, Indiana","19,646"
US,".Owen County, Indiana","20,799"
US,".Parke County, Indiana","16,937"
US,".Perry County, Indiana","19,169"
US,".Pike County, Indiana","12,389"
US,".Porter County, Indiana","170,389"
US,".Posey County, Indiana","25,427"
US,".Pulaski County, Indiana","12,353"
US,".Putnam County, Indiana","37,576"
US,".Randolph County, Indiana","24,665"
US,".Ripley County, Indiana","28,324"
US,".Rush County, Indiana","16,581"
US,".St. Joseph County, Indiana","271,826"
US,".Scott County, Indiana","23,873"
US,".Shelby County, Indiana","44,729"
US,".Spencer County, Indiana","20,277"
US,".Starke County, Indiana","22,995"
US,".Steuben County, Indiana","34,594"
US,".Sullivan County, Indiana","20,669"
US,".Switzerland County, Indiana","10,751"
US,".Tippecanadaoe County, Indiana","195,732"
US,".Tipton County, Indiana","15,148"
US,".Union County, Indiana","7,054"
US,".Vanderburgh County, Indiana","181,451"
US,".Vermillion County, Indiana","15,498"
US,".Vigo County, Indiana","107,038"
US,".Wabash County, Indiana","30,996"
US,".Warren County, Indiana","8,265"
US,".Warrick County, Indiana","62,998"
US,".Washington County, Indiana","28,036"
US,".Wayne County, Indiana","65,884"
US,".Wells County, Indiana","28,296"
US,".White County, Indiana","24,102"
US,".Whitley County, Indiana","33,964"
US,".Adair County, Iowa","7,152"
US,".Adams County, Iowa","3,602"
US,".Allamakee County, Iowa","13,687"
US,".Appanoose County, Iowa","12,426"
US,".Audubon County, Iowa","5,496"
US,".Benton County, Iowa","25,645"
US,".Black Hawk County, Iowa","131,228"
US,".Boone County, Iowa","26,234"
US,".Bremer County, Iowa","25,062"
US,".Buchanan County, Iowa","21,175"
US,".Buena Vista County, Iowa","19,620"
US,".Butler County, Iowa","14,439"
US,".Calhoun County, Iowa","9,668"
US,".Carroll County, Iowa","20,165"
US,".Cass County, Iowa","12,836"
US,".Cedar County, Iowa","18,627"
US,".Cerro Gordo County, Iowa","42,450"
US,".Cherokee County, Iowa","11,235"
US,".Chickasaw County, Iowa","11,933"
US,".Clarke County, Iowa","9,395"
US,".Clay County, Iowa","16,016"
US,".Clayton County, Iowa","17,549"
US,".Clinton County, Iowa","46,429"
US,".Crawford County, Iowa","16,820"
US,".Dallas County, Iowa","93,453"
US,".Davis County, Iowa","9,000"
US,".Decatur County, Iowa","7,870"
US,".Delaware County, Iowa","17,011"
US,".Des Moines County, Iowa","38,967"
US,".Dickinson County, Iowa","17,258"
US,".Dubuque County, Iowa","97,311"
US,".Emmet County, Iowa","9,208"
US,".Fayette County, Iowa","19,650"
US,".Floyd County, Iowa","15,642"
US,".Franklin County, Iowa","10,070"
US,".Fremont County, Iowa","6,960"
US,".Greene County, Iowa","8,888"
US,".Grundy County, Iowa","12,232"
US,".Guthrie County, Iowa","10,689"
US,".Hamilton County, Iowa","14,773"
US,".Hancock County, Iowa","10,630"
US,".Hardin County, Iowa","16,846"
US,".Harrison County, Iowa","14,049"
US,".Henry County, Iowa","19,954"
US,".Howard County, Iowa","9,158"
US,".Humboldt County, Iowa","9,558"
US,".Ida County, Iowa","6,860"
US,".Iowa County, Iowa","16,184"
US,".Jackson County, Iowa","19,439"
US,".Jasper County, Iowa","37,185"
US,".Jefferson County, Iowa","18,295"
US,".Johnson County, Iowa","151,140"
US,".Jones County, Iowa","20,681"
US,".Keokuk County, Iowa","10,246"
US,".Kossuth County, Iowa","14,813"
US,".Lee County, Iowa","33,657"
US,".Linn County, Iowa","226,706"
US,".Louisa County, Iowa","11,035"
US,".Lucas County, Iowa","8,600"
US,".Lyon County, Iowa","11,755"
US,".Madison County, Iowa","16,338"
US,".Mahaska County, Iowa","22,095"
US,".Marion County, Iowa","33,253"
US,".Marshall County, Iowa","39,369"
US,".Mills County, Iowa","15,109"
US,".Mitchell County, Iowa","10,586"
US,".Monona County, Iowa","8,615"
US,".Monroe County, Iowa","7,707"
US,".Montgomery County, Iowa","9,917"
US,".Muscatine County, Iowa","42,664"
US,".O'Brien County, Iowa","13,753"
US,".Osceola County, Iowa","5,958"
US,".Page County, Iowa","15,107"
US,".Palo Alto County, Iowa","8,886"
US,".Plymouth County, Iowa","25,177"
US,".Pocahontas County, Iowa","6,619"
US,".Polk County, Iowa","490,161"
US,".Pottawattamie County, Iowa","93,206"
US,".Poweshiek County, Iowa","18,504"
US,".Ringgold County, Iowa","4,894"
US,".Sac County, Iowa","9,721"
US,".Scott County, Iowa","172,943"
US,".Shelby County, Iowa","11,454"
US,".Sioux County, Iowa","34,855"
US,".Story County, Iowa","97,117"
US,".Tama County, Iowa","16,854"
US,".Taylor County, Iowa","6,121"
US,".Union County, Iowa","12,241"
US,".Van Buren County, Iowa","7,044"
US,".Wapello County, Iowa","34,969"
US,".Warren County, Iowa","51,466"
US,".Washington County, Iowa","21,965"
US,".Wayne County, Iowa","6,441"
US,".Webster County, Iowa","35,904"
US,".Winnebago County, Iowa","10,354"
US,".Winneshiek County, Iowa","19,991"
US,".Woodbury County, Iowa","103,107"
US,".Worth County, Iowa","7,381"
US,".Wright County, Iowa","12,562"
US,".Allen County, Kansas","12,369"
US,".Anderson County, Kansas","7,858"
US,".Atchison County, Kansas","16,073"
US,".Barber County, Kansas","4,427"
US,".Barton County, Kansas","25,779"
US,".Bourbon County, Kansas","14,534"
US,".Brown County, Kansas","9,564"
US,".Butler County, Kansas","66,911"
US,".Chase County, Kansas","2,648"
US,".Chautauqua County, Kansas","3,250"
US,".Cherokee County, Kansas","19,939"
US,".Cheyenne County, Kansas","2,657"
US,".Clark County, Kansas","1,994"
US,".Clay County, Kansas","8,002"
US,".Cloud County, Kansas","8,786"
US,".Coffey County, Kansas","8,179"
US,".Comanche County, Kansas","1,700"
US,".Cowley County, Kansas","34,908"
US,".Crawford County, Kansas","38,818"
US,".Decatur County, Kansas","2,827"
US,".Dickinson County, Kansas","18,466"
US,".Doniphan County, Kansas","7,600"
US,".Douglas County, Kansas","122,259"
US,".Edwards County, Kansas","2,798"
US,".Elk County, Kansas","2,530"
US,".Ellis County, Kansas","28,553"
US,".Ellsworth County, Kansas","6,102"
US,".Finney County, Kansas","36,467"
US,".Ford County, Kansas","33,619"
US,".Franklin County, Kansas","25,544"
US,".Geary County, Kansas","31,670"
US,".Gove County, Kansas","2,636"
US,".Graham County, Kansas","2,482"
US,".Grant County, Kansas","7,150"
US,".Gray County, Kansas","5,988"
US,".Greeley County, Kansas","1,232"
US,".Greenwood County, Kansas","5,982"
US,".Hamilton County, Kansas","2,539"
US,".Harper County, Kansas","5,436"
US,".Harvey County, Kansas","34,429"
US,".Haskell County, Kansas","3,968"
US,".Hodgeman County, Kansas","1,794"
US,".Jackson County, Kansas","13,171"
US,".Jefferson County, Kansas","19,043"
US,".Jewell County, Kansas","2,879"
US,".Johnson County, Kansas","602,401"
US,".Kearny County, Kansas","3,838"
US,".Kingman County, Kansas","7,152"
US,".Kiowa County, Kansas","2,475"
US,".Labette County, Kansas","19,618"
US,".Lane County, Kansas","1,535"
US,".Leavenworth County, Kansas","81,758"
US,".Lincoln County, Kansas","2,962"
US,".Linn County, Kansas","9,703"
US,".Logan County, Kansas","2,794"
US,".Lyon County, Kansas","33,195"
US,".McPherson County, Kansas","28,542"
US,".Marion County, Kansas","11,884"
US,".Marshall County, Kansas","9,707"
US,".Meade County, Kansas","4,033"
US,".Miami County, Kansas","34,237"
US,".Mitchell County, Kansas","5,979"
US,".Montgomery County, Kansas","31,829"
US,".Morris County, Kansas","5,620"
US,".Morton County, Kansas","2,587"
US,".Nemaha County, Kansas","10,231"
US,".Neosho County, Kansas","16,007"
US,".Ness County, Kansas","2,750"
US,".Norton County, Kansas","5,361"
US,".Osage County, Kansas","15,949"
US,".Osborne County, Kansas","3,421"
US,".Ottawa County, Kansas","5,704"
US,".Pawnee County, Kansas","6,414"
US,".Phillips County, Kansas","5,234"
US,".Pottawatomie County, Kansas","24,383"
US,".Pratt County, Kansas","9,164"
US,".Rawlins County, Kansas","2,530"
US,".Reno County, Kansas","61,998"
US,".Republic County, Kansas","4,636"
US,".Rice County, Kansas","9,537"
US,".Riley County, Kansas","74,232"
US,".Rooks County, Kansas","4,920"
US,".Rush County, Kansas","3,036"
US,".Russell County, Kansas","6,856"
US,".Saline County, Kansas","54,224"
US,".Scott County, Kansas","4,823"
US,".Sedgwick County, Kansas","516,042"
US,".Seward County, Kansas","21,428"
US,".Shawnee County, Kansas","176,875"
US,".Sheridan County, Kansas","2,521"
US,".Sherman County, Kansas","5,917"
US,".Smith County, Kansas","3,583"
US,".Stafford County, Kansas","4,156"
US,".Stanton County, Kansas","2,006"
US,".Stevens County, Kansas","5,485"
US,".Sumner County, Kansas","22,836"
US,".Thomas County, Kansas","7,777"
US,".Trego County, Kansas","2,803"
US,".Wabaunsee County, Kansas","6,931"
US,".Wallace County, Kansas","1,518"
US,".Washington County, Kansas","5,406"
US,".Wichita County, Kansas","2,119"
US,".Wilson County, Kansas","8,525"
US,".Woodson County, Kansas","3,138"
US,".Wyandotte County, Kansas","165,429"
US,".Adair County, Kentucky","19,202"
US,".Allen County, Kentucky","21,315"
US,".Anderson County, Kentucky","22,747"
US,".Ballard County, Kentucky","7,888"
US,".Barren County, Kentucky","44,249"
US,".Bath County, Kentucky","12,500"
US,".Bell County, Kentucky","26,032"
US,".Boone County, Kentucky","133,581"
US,".Bourbon County, Kentucky","19,788"
US,".Boyd County, Kentucky","46,718"
US,".Boyle County, Kentucky","30,060"
US,".Bracken County, Kentucky","8,303"
US,".Breathitt County, Kentucky","12,630"
US,".Breckinridge County, Kentucky","20,477"
US,".Bullitt County, Kentucky","81,676"
US,".Butler County, Kentucky","12,879"
US,".Caldwell County, Kentucky","12,747"
US,".Calloway County, Kentucky","39,001"
US,".Campbell County, Kentucky","93,584"
US,".Carlisle County, Kentucky","4,760"
US,".Carroll County, Kentucky","10,631"
US,".Carter County, Kentucky","26,797"
US,".Casey County, Kentucky","16,159"
US,".Christian County, Kentucky","70,461"
US,".Clark County, Kentucky","36,263"
US,".Clay County, Kentucky","19,901"
US,".Clinton County, Kentucky","10,218"
US,".Crittenden County, Kentucky","8,806"
US,".Cumberland County, Kentucky","6,614"
US,".Daviess County, Kentucky","101,511"
US,".Edmonson County, Kentucky","12,150"
US,".Elliott County, Kentucky","7,517"
US,".Estill County, Kentucky","14,106"
US,".Fayette County, Kentucky","323,152"
US,".Fleming County, Kentucky","14,581"
US,".Floyd County, Kentucky","35,589"
US,".Franklin County, Kentucky","50,991"
US,".Fulton County, Kentucky","5,969"
US,".Gallatin County, Kentucky","8,869"
US,".Garrard County, Kentucky","17,666"
US,".Grant County, Kentucky","25,069"
US,".Graves County, Kentucky","37,266"
US,".Grayson County, Kentucky","26,427"
US,".Green County, Kentucky","10,941"
US,".Greenup County, Kentucky","35,098"
US,".Hancock County, Kentucky","8,722"
US,".Hardin County, Kentucky","110,958"
US,".Harlan County, Kentucky","26,010"
US,".Harrison County, Kentucky","18,886"
US,".Hart County, Kentucky","19,035"
US,".Henderson County, Kentucky","45,210"
US,".Henry County, Kentucky","16,126"
US,".Hickman County, Kentucky","4,380"
US,".Hopkins County, Kentucky","44,686"
US,".Jackson County, Kentucky","13,329"
US,".Jefferson County, Kentucky","766,757"
US,".Jessamine County, Kentucky","54,115"
US,".Johnson County, Kentucky","22,188"
US,".Kenton County, Kentucky","166,998"
US,".Knott County, Kentucky","14,806"
US,".Knox County, Kentucky","31,145"
US,".Larue County, Kentucky","14,398"
US,".Laurel County, Kentucky","60,813"
US,".Lawrence County, Kentucky","15,317"
US,".Lee County, Kentucky","7,403"
US,".Leslie County, Kentucky","9,877"
US,".Letcher County, Kentucky","21,553"
US,".Lewis County, Kentucky","13,275"
US,".Lincoln County, Kentucky","24,549"
US,".Livingston County, Kentucky","9,194"
US,".Logan County, Kentucky","27,102"
US,".Lyon County, Kentucky","8,210"
US,".McCracken County, Kentucky","65,418"
US,".McCreary County, Kentucky","17,231"
US,".McLean County, Kentucky","9,207"
US,".Madison County, Kentucky","92,987"
US,".Magoffin County, Kentucky","12,161"
US,".Marion County, Kentucky","19,273"
US,".Marshall County, Kentucky","31,100"
US,".Martin County, Kentucky","11,195"
US,".Mason County, Kentucky","17,070"
US,".Meade County, Kentucky","28,572"
US,".Menifee County, Kentucky","6,489"
US,".Mercer County, Kentucky","21,933"
US,".Metcalfe County, Kentucky","10,071"
US,".Monroe County, Kentucky","10,650"
US,".Montgomery County, Kentucky","28,157"
US,".Morgan County, Kentucky","13,309"
US,".Muhlenberg County, Kentucky","30,622"
US,".Nelson County, Kentucky","46,233"
US,".Nicholas County, Kentucky","7,269"
US,".Ohio County, Kentucky","23,994"
US,".Oldham County, Kentucky","66,799"
US,".Owen County, Kentucky","10,901"
US,".Owsley County, Kentucky","4,415"
US,".Pendleton County, Kentucky","14,590"
US,".Perry County, Kentucky","25,758"
US,".Pike County, Kentucky","57,876"
US,".Powell County, Kentucky","12,359"
US,".Pulaski County, Kentucky","64,979"
US,".Robertson County, Kentucky","2,108"
US,".Rockcastle County, Kentucky","16,695"
US,".Rowan County, Kentucky","24,460"
US,".Russell County, Kentucky","17,923"
US,".Scott County, Kentucky","57,004"
US,".Shelby County, Kentucky","49,024"
US,".Simpson County, Kentucky","18,572"
US,".Spencer County, Kentucky","19,351"
US,".Taylor County, Kentucky","25,769"
US,".Todd County, Kentucky","12,294"
US,".Trigg County, Kentucky","14,651"
US,".Trimble County, Kentucky","8,471"
US,".Union County, Kentucky","14,381"
US,".Warren County, Kentucky","132,896"
US,".Washington County, Kentucky","12,095"
US,".Wayne County, Kentucky","20,333"
US,".Webster County, Kentucky","12,942"
US,".Whitley County, Kentucky","36,264"
US,".Wolfe County, Kentucky","7,157"
US,".Woodford County, Kentucky","26,734"
US,".Acadia Parish, Louisiana","62,045"
US,".Allen Parish, Louisiana","25,627"
US,".Ascension Parish, Louisiana","126,604"
US,".Assumption Parish, Louisiana","21,891"
US,".Avoyelles Parish, Louisiana","40,144"
US,".Beauregard Parish, Louisiana","37,497"
US,".Bienville Parish, Louisiana","13,241"
US,".Bossier Parish, Louisiana","127,039"
US,".Caddo Parish, Louisiana","240,204"
US,".Calcasieu Parish, Louisiana","203,436"
US,".Caldwell Parish, Louisiana","9,918"
US,".Cameron Parish, Louisiana","6,973"
US,".Catahoula Parish, Louisiana","9,494"
US,".Claiborne Parish, Louisiana","15,670"
US,".Concordia Parish, Louisiana","19,259"
US,".De Soto Parish, Louisiana","27,463"
US,".East Baton Rouge Parish, Louisiana","440,059"
US,".East Carroll Parish, Louisiana","6,861"
US,".East Feliciana Parish, Louisiana","19,135"
US,".Evangeline Parish, Louisiana","33,395"
US,".Franklin Parish, Louisiana","20,015"
US,".Grant Parish, Louisiana","22,389"
US,".Iberia Parish, Louisiana","69,830"
US,".Iberville Parish, Louisiana","32,511"
US,".Jackson Parish, Louisiana","15,744"
US,".Jefferson Parish, Louisiana","432,493"
US,".Jefferson Davis Parish, Louisiana","31,368"
US,".Lafayette Parish, Louisiana","244,390"
US,".Lafourche Parish, Louisiana","97,614"
US,".LaSalle Parish, Louisiana","14,892"
US,".Lincoln Parish, Louisiana","46,742"
US,".Livingston Parish, Louisiana","140,789"
US,".Madison Parish, Louisiana","10,951"
US,".Morehouse Parish, Louisiana","24,874"
US,".Natchitoches Parish, Louisiana","38,158"
US,".Orleans Parish, Louisiana","390,144"
US,".Ouachita Parish, Louisiana","153,279"
US,".Plaquemines Parish, Louisiana","23,197"
US,".Pointe Coupee Parish, Louisiana","21,730"
US,".Rapides Parish, Louisiana","129,648"
US,".Red River Parish, Louisiana","8,442"
US,".Richland Parish, Louisiana","20,122"
US,".Sabine Parish, Louisiana","23,884"
US,".St. Bernard Parish, Louisiana","47,244"
US,".St. Charles Parish, Louisiana","53,100"
US,".St. Helena Parish, Louisiana","10,132"
US,".St. James Parish, Louisiana","21,096"
US,".St. John the Baptist Parish, Louisiana","42,837"
US,".St. Landry Parish, Louisiana","82,124"
US,".St. Martin Parish, Louisiana","53,431"
US,".St. Mary Parish, Louisiana","49,348"
US,".St. Tammany Parish, Louisiana","260,419"
US,".Tangipahoa Parish, Louisiana","134,758"
US,".Tensas Parish, Louisiana","4,334"
US,".Terrebonne Parish, Louisiana","110,461"
US,".Union Parish, Louisiana","22,108"
US,".Vermilion Parish, Louisiana","59,511"
US,".Vernon Parish, Louisiana","47,429"
US,".Washington Parish, Louisiana","46,194"
US,".Webster Parish, Louisiana","38,340"
US,".West Baton Rouge Parish, Louisiana","26,465"
US,".West Carroll Parish, Louisiana","10,830"
US,".West Feliciana Parish, Louisiana","15,568"
US,".Winn Parish, Louisiana","13,904"
US,".Androscoggin County, Maine","108,277"
US,".Aroostook County, Maine","67,055"
US,".Cumberland County, Maine","295,003"
US,".Franklin County, Maine","30,199"
US,".Hancock County, Maine","54,987"
US,".Kennebec County, Maine","122,302"
US,".Knox County, Maine","39,772"
US,".Lincoln County, Maine","34,634"
US,".Oxford County, Maine","57,975"
US,".Penobscot County, Maine","152,148"
US,".Piscataquis County, Maine","16,785"
US,".Sagadahoc County, Maine","35,856"
US,".Somerset County, Maine","50,484"
US,".Waldo County, Maine","39,715"
US,".Washington County, Maine","31,379"
US,".York County, Maine","207,641"
US,".Allegany County, Maryland","70,416"
US,".Anne Arundel County, Maryland","579,234"
US,".Baltimore County, Maryland","827,370"
US,".Calvert County, Maryland","92,525"
US,".Caroline County, Maryland","33,406"
US,".Carroll County, Maryland","168,447"
US,".Cecil County, Maryland","102,855"
US,".Charles County, Maryland","163,257"
US,".Dorchester County, Maryland","31,929"
US,".Frederick County, Maryland","259,547"
US,".Garrett County, Maryland","29,014"
US,".Harford County, Maryland","255,441"
US,".Howard County, Maryland","325,690"
US,".Kent County, Maryland","19,422"
US,".Montgomery County, Maryland","1,050,688"
US,".Prince George's County, Maryland","909,327"
US,".Queen Anne's County, Maryland","50,381"
US,".St. Mary's County, Maryland","113,510"
US,".Somerset County, Maryland","25,616"
US,".Talbot County, Maryland","37,181"
US,".Washington County, Maryland","151,049"
US,".Wicomico County, Maryland","103,609"
US,".Worcester County, Maryland","52,276"
US,".Baltimore city, Maryland","593,490"
US,".Barnstable County, Massachusetts","212,990"
US,".Berkshire County, Massachusetts","124,944"
US,".Bristol County, Massachusetts","565,217"
US,".Dukes County, Massachusetts","17,332"
US,".Essex County, Massachusetts","789,034"
US,".Franklin County, Massachusetts","70,180"
US,".Hampden County, Massachusetts","466,372"
US,".Hampshire County, Massachusetts","160,830"
US,".Middlesex County, Massachusetts","1,611,699"
US,".Nantucket County, Massachusetts","11,399"
US,".Norfolk County, Massachusetts","706,775"
US,".Plymouth County, Massachusetts","521,202"
US,".Suffolk County, Massachusetts","803,907"
US,".Worcester County, Massachusetts","830,622"
US,".Alcona County, Michigan","10,405"
US,".Alger County, Michigan","9,108"
US,".Allegan County, Michigan","118,081"
US,".Alpena County, Michigan","28,405"
US,".Antrim County, Michigan","23,324"
US,".Arenac County, Michigan","14,883"
US,".Baraga County, Michigan","8,209"
US,".Barry County, Michigan","61,550"
US,".Bay County, Michigan","103,126"
US,".Benzie County, Michigan","17,766"
US,".Berrien County, Michigan","153,401"
US,".Branch County, Michigan","43,517"
US,".Calhoun County, Michigan","134,159"
US,".Cass County, Michigan","51,787"
US,".Charlevoix County, Michigan","26,143"
US,".Cheboygan County, Michigan","25,276"
US,".Chippewa County, Michigan","37,349"
US,".Clare County, Michigan","30,950"
US,".Clinton County, Michigan","79,595"
US,".Crawford County, Michigan","14,029"
US,".Delta County, Michigan","35,784"
US,".Dickinson County, Michigan","25,239"
US,".Eaton County, Michigan","110,268"
US,".Emmet County, Michigan","33,415"
US,".Genesee County, Michigan","405,813"
US,".Gladwin County, Michigan","25,449"
US,".Gogebic County, Michigan","13,975"
US,".Grand Traverse County, Michigan","93,088"
US,".Gratiot County, Michigan","40,711"
US,".Hillsdale County, Michigan","45,605"
US,".Houghton County, Michigan","35,684"
US,".Huron County, Michigan","30,981"
US,".Ingham County, Michigan","292,406"
US,".Ionia County, Michigan","64,697"
US,".Iosco County, Michigan","25,127"
US,".Iron County, Michigan","11,066"
US,".Isabella County, Michigan","69,872"
US,".Jackson County, Michigan","158,510"
US,".Kalamazoo County, Michigan","265,066"
US,".Kalkaska County, Michigan","18,038"
US,".Kent County, Michigan","656,955"
US,".Keweenaw County, Michigan","2,116"
US,".Lake County, Michigan","11,853"
US,".Lapeer County, Michigan","87,607"
US,".Leelanau County, Michigan","21,761"
US,".Lenawee County, Michigan","98,451"
US,".Livingston County, Michigan","191,995"
US,".Luce County, Michigan","6,229"
US,".Mackinac County, Michigan","10,799"
US,".Macomb County, Michigan","873,972"
US,".Manistee County, Michigan","24,558"
US,".Marquette County, Michigan","66,699"
US,".Mason County, Michigan","29,144"
US,".Mecosta County, Michigan","43,453"
US,".Menominee County, Michigan","22,780"
US,".Midland County, Michigan","83,156"
US,".Missaukee County, Michigan","15,118"
US,".Monroe County, Michigan","150,500"
US,".Montcalm County, Michigan","63,888"
US,".Montmorency County, Michigan","9,328"
US,".Muskegon County, Michigan","173,566"
US,".Newaygo County, Michigan","48,980"
US,".Oakland County, Michigan","1,257,584"
US,".Oceana County, Michigan","26,467"
US,".Ogemaw County, Michigan","20,997"
US,".Ontonagon County, Michigan","5,720"
US,".Osceola County, Michigan","23,460"
US,".Oscoda County, Michigan","8,241"
US,".Otsego County, Michigan","24,668"
US,".Ottawa County, Michigan","291,830"
US,".Presque Isle County, Michigan","12,592"
US,".Roscommon County, Michigan","24,019"
US,".Saginaw County, Michigan","190,539"
US,".St. Clair County, Michigan","159,128"
US,".St. Joseph County, Michigan","60,964"
US,".Sanilac County, Michigan","41,170"
US,".Schoolcraft County, Michigan","8,094"
US,".Shiawassee County, Michigan","68,122"
US,".Tuscola County, Michigan","52,245"
US,".Van Buren County, Michigan","75,677"
US,".Washtenaw County, Michigan","367,601"
US,".Wayne County, Michigan","1,749,343"
US,".Wexford County, Michigan","33,631"
US,".Aitkin County, Minnesota","15,886"
US,".Anoka County, Minnesota","356,921"
US,".Becker County, Minnesota","34,423"
US,".Beltrami County, Minnesota","47,188"
US,".Benton County, Minnesota","40,889"
US,".Big Stone County, Minnesota","4,991"
US,".Blue Earth County, Minnesota","67,653"
US,".Brown County, Minnesota","25,008"
US,".Carlton County, Minnesota","35,871"
US,".Carver County, Minnesota","105,089"
US,".Cass County, Minnesota","29,779"
US,".Chippewa County, Minnesota","11,800"
US,".Chisago County, Minnesota","56,579"
US,".Clay County, Minnesota","64,222"
US,".Clearwater County, Minnesota","8,818"
US,".Cook County, Minnesota","5,463"
US,".Cottonwood County, Minnesota","11,196"
US,".Crow Wing County, Minnesota","65,055"
US,".Dakota County, Minnesota","429,021"
US,".Dodge County, Minnesota","20,934"
US,".Douglas County, Minnesota","38,141"
US,".Faribault County, Minnesota","13,653"
US,".Fillmore County, Minnesota","21,067"
US,".Freeborn County, Minnesota","30,281"
US,".Goodhue County, Minnesota","46,340"
US,".Grant County, Minnesota","5,972"
US,".Hennepin County, Minnesota","1,265,843"
US,".Houston County, Minnesota","18,600"
US,".Hubbard County, Minnesota","21,491"
US,".Isanti County, Minnesota","40,596"
US,".Itasca County, Minnesota","45,130"
US,".Jackson County, Minnesota","9,846"
US,".Kanabec County, Minnesota","16,337"
US,".Kandiyohi County, Minnesota","43,199"
US,".Kittson County, Minnesota","4,298"
US,".Koochiching County, Minnesota","12,229"
US,".Lac qui Parle County, Minnesota","6,623"
US,".Lake County, Minnesota","10,641"
US,".Lake of the Woods County, Minnesota","3,740"
US,".Le Sueur County, Minnesota","28,887"
US,".Lincoln County, Minnesota","5,639"
US,".Lyon County, Minnesota","25,474"
US,".McLeod County, Minnesota","35,893"
US,".Mahnomen County, Minnesota","5,527"
US,".Marshall County, Minnesota","9,336"
US,".Martin County, Minnesota","19,683"
US,".Meeker County, Minnesota","23,222"
US,".Mille Lacs County, Minnesota","26,277"
US,".Morrison County, Minnesota","33,386"
US,".Mower County, Minnesota","40,062"
US,".Murray County, Minnesota","8,194"
US,".Nicollet County, Minnesota","34,274"
US,".Nobles County, Minnesota","21,629"
US,".Norman County, Minnesota","6,375"
US,".Olmsted County, Minnesota","158,293"
US,".Otter Tail County, Minnesota","58,746"
US,".Pennington County, Minnesota","14,119"
US,".Pine County, Minnesota","29,579"
US,".Pipestone County, Minnesota","9,126"
US,".Polk County, Minnesota","31,364"
US,".Pope County, Minnesota","11,249"
US,".Ramsey County, Minnesota","550,321"
US,".Red Lake County, Minnesota","4,055"
US,".Redwood County, Minnesota","15,170"
US,".Renville County, Minnesota","14,548"
US,".Rice County, Minnesota","66,972"
US,".Rock County, Minnesota","9,315"
US,".Roseau County, Minnesota","15,165"
US,".St. Louis County, Minnesota","199,070"
US,".Scott County, Minnesota","149,013"
US,".Sherburne County, Minnesota","97,238"
US,".Sibley County, Minnesota","14,865"
US,".Stearns County, Minnesota","161,075"
US,".Steele County, Minnesota","36,649"
US,".Stevens County, Minnesota","9,805"
US,".Swift County, Minnesota","9,266"
US,".Todd County, Minnesota","24,664"
US,".Traverse County, Minnesota","3,259"
US,".Wabasha County, Minnesota","21,627"
US,".Wadena County, Minnesota","13,682"
US,".Waseca County, Minnesota","18,612"
US,".Washington County, Minnesota","262,440"
US,".Watonwan County, Minnesota","10,897"
US,".Wilkin County, Minnesota","6,207"
US,".Winona County, Minnesota","50,484"
US,".Wright County, Minnesota","138,377"
US,".Yellow Medicine County, Minnesota","9,709"
US,".Adams County, Mississippi","30,693"
US,".Alcorn County, Mississippi","36,953"
US,".Amite County, Mississippi","12,297"
US,".Attala County, Mississippi","18,174"
US,".Benton County, Mississippi","8,259"
US,".Bolivar County, Mississippi","30,628"
US,".Calhoun County, Mississippi","14,361"
US,".Carroll County, Mississippi","9,947"
US,".Chickasaw County, Mississippi","17,103"
US,".Choctaw County, Mississippi","8,210"
US,".Claiborne County, Mississippi","8,988"
US,".Clarke County, Mississippi","15,541"
US,".Clay County, Mississippi","19,316"
US,".Coahoma County, Mississippi","22,124"
US,".Copiah County, Mississippi","28,065"
US,".Covington County, Mississippi","18,636"
US,".DeSoto County, Mississippi","184,945"
US,".Forrest County, Mississippi","74,897"
US,".Franklin County, Mississippi","7,713"
US,".George County, Mississippi","24,500"
US,".Greene County, Mississippi","13,586"
US,".Grenada County, Mississippi","20,758"
US,".Hancock County, Mississippi","47,632"
US,".Harrison County, Mississippi","208,080"
US,".Hinds County, Mississippi","231,840"
US,".Holmes County, Mississippi","17,010"
US,".Humphreys County, Mississippi","8,064"
US,".Issaquena County, Mississippi","1,327"
US,".Itawamba County, Mississippi","23,390"
US,".Jackson County, Mississippi","143,617"
US,".Jasper County, Mississippi","16,383"
US,".Jefferson County, Mississippi","6,990"
US,".Jefferson Davis County, Mississippi","11,128"
US,".Jones County, Mississippi","68,098"
US,".Kemper County, Mississippi","9,742"
US,".Lafayette County, Mississippi","54,019"
US,".Lamar County, Mississippi","63,343"
